"","vouch0","sex_name","match_i","match_ic","match_i7","age","phone","checkid","math","read","match_ic7","readcens1","readcens10","mathcens1","mathcens10"
"1072",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1073",0,1,1,1,1,13,0,1,50,50,1,50,50,50,50
"1074",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1075",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1076",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1077",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1078",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1079",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1080",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1081",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1082",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1083",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1084",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1085",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1086",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1087",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1088",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1089",0,1,1,1,1,13,1,1,39,48,1,48,48,39,39
"1090",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1091",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1092",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1093",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1094",0,1,1,1,1,13,1,1,39,44,1,44,44,39,39
"1095",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1096",0,1,0,0,0,13,0,1,0,0,0,32,40,32,35.0000038146973
"1097",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1098",0,1,1,1,1,13,1,1,43,43,1,43,43,43,43
"1099",0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
"1100",0,1,0,0,0,13,0,1,0,0,0,32,40,32,35.0000038146973
"1101",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1102",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1103",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1104",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1105",0,0,0,0,0,14,1,0,0,0,0,32,40,32,35.0000038146973
"1106",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1107",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1108",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1109",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1110",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1111",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1112",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1113",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1114",0,0,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1115",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1116",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1117",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1118",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1119",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1120",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1121",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1122",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1123",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1124",0,0,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1125",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1126",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1127",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1128",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1129",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1130",0,0,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1131",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1132",0,0,1,1,1,14,1,1,41,39.5,1,39.5,40,41,41
"1133",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1134",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1135",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1136",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1137",0,0,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1138",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1139",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1140",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1141",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1142",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1143",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1144",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1145",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1146",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1147",0,0,1,0,1,14,1,1,41,39.5,0,39.5,40,41,41
"1148",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1149",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1150",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1151",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1152",0,0,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1153",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1154",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1155",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1156",0,0,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1157",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1158",0,0,1,1,1,14,0,1,41,39.5,1,39.5,40,41,41
"1159",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1160",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1161",0,0,0,0,0,14,1,0,0,0,0,32,40,32,35.0000038146973
"1162",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1163",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1164",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1165",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1166",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1167",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1168",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1169",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1170",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1171",0,0,1,1,1,14,1,1,43,36,1,36,40,43,43
"1172",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1173",0,0,0,0,0,14,0,0,0,0,0,32,40,32,35.0000038146973
"1174",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1175",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1176",0,0,0,0,0,14,0,0,0,0,0,32,40,32,35.0000038146973
"1177",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1178",0,0,0,0,0,14,0,0,0,0,0,32,40,32,35.0000038146973
"1179",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1180",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1181",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1182",0,0,1,1,1,14,1,1,39,43,1,43,43,39,39
"1183",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1184",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1185",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1186",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1187",0,0,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1188",0,0,0,0,0,14,1,0,0,0,0,32,40,32,35.0000038146973
"1189",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1190",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1191",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1192",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1193",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1194",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1195",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1196",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1197",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1198",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1199",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1200",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1201",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1202",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1203",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1204",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1205",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1206",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1207",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1208",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1209",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1210",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1211",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1212",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1213",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1214",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1215",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1216",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1217",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1218",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1219",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1220",0,0,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1221",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1222",0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1223",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1224",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1225",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1226",0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1227",0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1228",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1229",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1230",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1231",0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1232",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1233",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1234",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1235",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1236",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1237",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1238",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1239",0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1240",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1241",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1242",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1243",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1244",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1245",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1246",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1247",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1248",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1249",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1250",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1251",0,1,0,0,0,14,0,0,0,0,0,32,40,32,35.0000038146973
"1252",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1253",0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1254",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1255",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1256",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1257",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1258",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1259",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1260",0,1,1,1,1,14,1,1,42.5,45.5,1,45.5,45.5,42.5,42.5
"1261",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1262",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1263",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1264",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1265",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1266",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1267",0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1268",0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1269",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1270",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1271",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1272",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1273",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1274",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1275",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1276",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1277",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1278",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1279",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1280",0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1281",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1282",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1283",0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1284",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1285",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1286",0,1,0,0,0,14,1,0,0,0,0,32,40,32,35.0000038146973
"1287",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1288",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1289",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1290",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1291",0,1,1,1,1,14,1,1,43,44,1,44,44,43,43
"1292",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1293",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1294",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1295",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1296",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1297",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1298",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1299",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1300",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1301",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1302",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1303",0,1,1,0,0,14,1,1,42.5,45.5,0,45.5,45.5,42.5,42.5
"1304",0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1305",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1306",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1307",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1308",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1309",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1310",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1311",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1312",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1313",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1314",0,1,0,0,0,14,1,0,0,0,0,32,40,32,35.0000038146973
"1315",0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1316",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1317",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1318",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1319",0,1,1,1,1,14,1,1,42,47,1,47,47,42,42
"1320",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1321",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1322",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1323",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1324",0,1,0,0,0,14,1,0,0,0,0,32,40,32,35.0000038146973
"1325",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1326",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1327",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1328",0,1,1,1,1,14,1,1,42.5,45.5,1,45.5,45.5,42.5,42.5
"1329",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1330",0,1,0,0,0,14,1,0,0,0,0,32,40,32,35.0000038146973
"1331",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1332",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1333",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1334",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1335",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1336",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1337",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1338",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1339",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1340",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1341",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1342",0,1,0,0,0,14,1,0,0,0,0,32,40,32,35.0000038146973
"1343",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1344",0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
"1345",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1346",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1347",0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
"1348",0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
"1349",0,0,0,0,0,15,1,0,0,0,0,32,40,32,35.0000038146973
"1350",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1351",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1352",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1353",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1354",0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
"1355",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1356",0,0,0,0,0,15,1,0,0,0,0,32,40,32,35.0000038146973
"1357",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1358",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1359",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1360",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1361",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1362",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1363",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1364",0,0,0,0,0,15,0,0,0,0,0,32,40,32,35.0000038146973
"1365",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1366",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1367",0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
"1368",0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
"1369",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1370",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1371",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1372",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1373",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1374",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1375",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1376",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1377",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1378",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1379",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1380",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1381",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1382",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1383",0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
"1384",0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
"1385",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1386",0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
"1387",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1388",0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
"1389",0,0,0,0,0,15,1,0,0,0,0,32,40,32,35.0000038146973
"1390",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1391",0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
"1392",0,0,0,0,0,15,1,0,0,0,0,32,40,32,35.0000038146973
"1393",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1394",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1395",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1396",0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
"1397",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1398",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1399",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1400",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1401",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1402",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1403",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1404",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1405",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1406",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1407",0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1408",0,1,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1409",0,1,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
"1410",0,1,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1411",0,1,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1412",0,1,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1413",0,1,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
"1414",0,1,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1415",0,1,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1416",0,1,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1417",0,1,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1418",0,1,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1419",0,1,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
"1420",0,1,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
